排名,图,代码,名称,多因子等级,多因子评分,推荐等级,推荐评分,信号确认分,总市值(亿),流通市值(亿),PE(TTM),市净率,换手率%,筹码平均成本,筹码集中度%,90%成本区间宽度%,现价相对筹码成本%,筹码集中度分,成本贴合分,估值分,换手率分,市值分,估值日期,数据截至,最新收盘,前低日期,前低价,本次低日期,本次低价,DIF抬高,MACD柱抬高,当前DIF,当前DEA,当前MACD柱,站上MA20,站上MA60,距背离低点%,近5日/20日均量,最新成交额(亿),强度分位,原综合分,date_i,low_i,date_j,low_j,dif_i,dif_j,hist_i,hist_j,type,gap
11,688722_同益中新材料.png,688722,同益中新材料,A,70.91,A,81.95,6,32.67,32.67,28.98790137,2.21626223,100.19428375602172,17.400535323796216,47.76218577462866,42.71362605024033,-16.209474428864123,76.6,28.8,90.5,20.0,86.1,2026-09-24,2026-09-24,14.58,2026-06-29,14.3,2026-09-17,13.6,0.4661203830570297,0.2782666453735846,0.026959133386585,-0.0227037172106004,0.099325701194371,True,True,7.20588235294118,0.9148146858517606,32.74,0.742,114.39142122392902,2026-06-29,14.3,2026-09-17,13.6,-0.5515140471626321,-0.0853936641056023,-0.3794338647807702,-0.1011672194071856,DIF+柱体,58
12,605123_派克新材.png,605123,派克新材,A,70.73,A,77.97,4,96.94,96.94,35.13766218,2.04553901,0.967889218806774,96.77298256815249,33.8758486157759,51.895877001017965,-17.332298874161587,48.8,27.7,71.6,83.9,100.0,2026-09-24,2026-09-24,80.0,2026-06-29,91.55,2026-09-17,77.13,2.665864246622945,0.4433680931282838,0.4031547216199129,0.2131433947723487,0.3800226536951285,True,True,3.7209905354596193,0.9649643476585084,0.94,0.828,120.86594317299604,2026-06-29,91.55,2026-09-17,77.13,-2.749387892664913,-0.0835236460419679,-0.5560013720228234,-0.1126332788945396,DIF+柱体,58
13,603037_凯众股份.png,603037,凯众股份,A,68.66,B,66.91,6,27.24,27.2,41.0305675,2.83185631,2.174111713670479,13.728657510412685,52.41999694335797,57.21223940175128,-25.557178535129864,81.6,20.0,67.6,95.4,80.1,2026-09-24,2026-09-24,10.22,2026-06-29,9.7,2026-09-16,9.52,0.7557692289028548,0.0921449938851312,-0.0500227930767902,-0.061295719825707,0.0225458534978335,True,True,7.352941176470599,1.1901248667451696,0.59,0.527,98.99828570748032,2026-06-29,9.7,2026-09-16,9.52,-0.8618034653686131,-0.1060342364657582,-0.2526283969542064,-0.1604834030690752,DIF+柱体,57
14,300809_华辰装备.png,300809,华辰装备,A,68.45,A,80.23,5,61.81,36.71,26.79065053,3.31198681,2.214126972218757,32.561726563908465,20.934090179989443,58.98845020040672,-25.126820433954265,10.9,20.0,91.6,95.5,100.0,2026-09-24,2026-09-24,24.38,2026-06-29,25.23,2026-09-11,22.77,2.135680993883988,1.3286391623413694,0.0482658688495476,-0.0873572315733304,0.2712462008457562,True,True,7.070707070707067,0.9924988026989576,0.81,0.789,117.01846018991066,2026-06-29,25.23,2026-09-11,22.77,-2.4583798435366546,-0.3226988496526672,-1.4727245570978609,-0.1440853947564913,DIF+柱体,54
15,300254_仟源医药.png,300254,仟源医药,A,67.81,A,85.98,5,22.76,20.13,79.15937528,5.06166926,2.5663501050112334,10.28485127361752,27.12467978557722,60.72952387914046,-13.951113491530688,28.5,34.5,43.0,96.7,74.2,2026-09-24,2026-09-24,8.85,2026-06-08,9.04,2026-09-03,8.58,0.9867555196502876,0.682118065820018,0.0277343342205291,0.0091431625645203,0.0371823433120175,True,True,3.1468531468531418,0.9060369631747216,0.52,0.871,125.7158354442894,2026-06-08,9.04,2026-09-03,8.58,-0.9269848011957792,0.0597707184545086,-0.8164339014187705,-0.1343158355987525,DIF+柱体,62
16,002006_精工科技.png,002006,精工科技,A,67.54,A,73.12,5,70.47,70.47,35.94152928,2.84950057,1.061088228827172,18.662095918516684,31.689962961018225,53.6999082617443,-27.33935106106888,42.6,20.0,71.0,91.5,100.0,2026-09-24,2026-09-24,13.56,2026-06-26,13.58,2026-09-16,12.97,0.7647940860179592,0.1185827605609056,-0.0440689826665003,-0.0619637646859458,0.0357895640388909,True,False,4.548959136468773,0.793176665921645,0.75,0.688,108.48857703867736,2026-06-26,13.58,2026-09-16,12.97,-0.8614582113998193,-0.09666412538186,-0.1948740243268294,-0.0762912637659238,DIF+柱体,58
17,688122_西部超导.png,688122,西部超导,A,66.62,A,85.35,4,333.47,333.47,52.23339232,4.61548877,129.9061444633629,68.05996586050554,37.133160151451705,60.67285620972188,-24.58121400588854,55.9,20.4,60.1,20.0,97.8,2026-09-24,2026-09-24,51.33,2026-06-26,52.68,2026-09-11,47.96,1.858108944559106,0.3366847392032919,0.097542919137858,-0.2049703674212851,0.6050265731182864,True,False,7.026688907422847,1.0938425279852528,433.2,0.934,146.8228653657093,2026-06-26,52.68,2026-09-11,47.96,-2.7837741429211107,-0.9256651983620046,-0.1742029345386333,0.1624818046646585,DIF+柱体,55
18,600449_宁夏建材.png,600449,宁夏建材,A,66.58,C,35.31,4,60.78,60.78,45.2649197,0.82552568,1.5838561830730211,12.970767903113291,86.09426762945402,22.56391319086842,-2.010427640530832,99.2,100.0,64.8,93.3,100.0,2026-09-24,2026-09-24,12.71,2026-09-01,12.21,2026-09-16,12.07,0.0248324441719294,0.0214678670131695,0.1128185814141709,0.0695959568307934,0.0864452491667548,True,True,5.30240265120133,1.2067635186061771,0.96,0.219,74.22646836132903,2026-09-01,12.21,2026-09-16,12.07,-0.051910790228737,-0.0270783460568075,-0.0561820687073839,-0.0347142016942143,DIF+柱体,11
19,300129_泰胜风能.png,300129,泰胜风能,A,66.54,A,87.27,4,83.05,53.83,71.62344772,1.45603687,3.92421041880155,11.126809408281504,15.57799133882098,78.90314918401957,-32.68510562942405,4.3,20.0,47.7,98.5,100.0,2026-09-24,2026-09-24,7.49,2026-06-29,8.22,2026-09-17,7.18,0.4542591636144912,0.0848747195391148,-0.0460709820477287,-0.0718869259644002,0.0516318878333429,True,False,4.317548746518113,1.291251370177215,2.11,0.961,169.03801677403092,2026-06-29,8.22,2026-09-17,7.18,-0.6042538149137524,-0.1499946512992611,-0.0332428317057718,0.0516318878333429,DIF+柱体,58
20,688208_道通科技.png,688208,道通科技,A,66.3,A,84.61,5,171.57,171.57,19.29572555,4.5877186,67.42559869659905,31.60114767523324,26.743234991987425,45.16747987746171,-17.787795978178032,27.0,27.2,94.6,20.0,100.0,2026-09-24,2026-09-23,25.98,2026-06-11,26.52,2026-09-10,24.67,1.971498956596367,2.1326101582881547,-0.2186175975622681,-0.2985832080731086,0.1599312210216809,True,False,5.310093230644502,0.933327378098694,117.4,0.852,123.63358987712245,2026-06-11,26.52,2026-09-10,24.67,-2.331122859775526,-0.359623903179159,-2.176955679544324,-0.044345521256169,DIF+柱体,64
