排名,图,代码,名称,多因子等级,多因子评分,推荐等级,推荐评分,信号确认分,总市值(亿),流通市值(亿),PE(TTM),市净率,换手率%,筹码平均成本,筹码集中度%,90%成本区间宽度%,现价相对筹码成本%,筹码集中度分,成本贴合分,估值分,换手率分,市值分,估值日期,数据截至,最新收盘,前低日期,前低价,本次低日期,本次低价,DIF抬高,MACD柱抬高,当前DIF,当前DEA,当前MACD柱,站上MA20,站上MA60,距背离低点%,近5日/20日均量,最新成交额(亿),强度分位,原综合分,date_i,low_i,date_j,low_j,dif_i,dif_j,hist_i,hist_j,type,gap
11,300457_赢合科技.png,300457,赢合科技,A,74.75,A,75.38,4,137.08,136.78,22.18585443,1.92594752,2.224353452574138,26.173682977713813,40.4968470089532,58.97410223542039,-18.811578721673207,61.8,26.2,93.9,95.5,100.0,2026-09-23,2026-09-23,21.25,2026-06-30,19.946,2026-09-11,19.82,1.605063134816124,0.3794686910575892,0.1862201788464297,0.174978119540264,0.0224841186123314,True,True,7.214934409687183,1.212466101716019,3.04,0.791,120.63924792088564,2026-06-30,19.946,2026-09-11,19.82,-1.5280826616434773,0.0769804731726466,-0.6104513050385947,-0.2309826139810055,DIF+柱体,53
12,301606_绿联科技.png,301606,绿联科技,A,74.01,A,76.93,4,226.67,90.14,26.32893469,6.35351844,2.850141992247374,64.5017084761921,35.918342522149935,45.17738466806744,-15.304568994224088,49.8,29.7,91.8,97.7,100.0,2026-09-23,2026-09-23,54.63,2026-06-29,55.95,2026-09-16,50.98,3.2472139882992934,0.47571926382182,0.4310801048769335,0.1728023571418883,0.5165554954700904,True,True,7.159670459003542,0.9144060643399766,2.57,0.813,122.30085365706174,2026-06-29,55.95,2026-09-16,50.98,-3.353905742492543,-0.1066917541932497,-0.5874292546444568,-0.1117099908226367,DIF+柱体,57
13,601877_正泰电器.png,601877,正泰电器,A,73.79,A,78.49,4,541.11,541.11,10.67139198,1.17611041,0.3791259944182646,29.60867602438539,48.85546395635168,43.00963921813914,-14.957359190049493,75.6,30.2,90.3,62.8,88.0,2026-09-23,2026-09-23,25.18,2026-06-08,25.37,2026-09-02,24.89,1.5020983800264638,0.6190807389258787,-0.0702341376786002,-0.0668002302957084,-0.0068678147657834,False,True,1.1651265568501372,0.7636485047848249,2.05,0.836,125.09608974797608,2026-06-08,25.37,2026-09-02,24.89,-1.4662102769620304,0.0358881030644333,-0.7289446623544498,-0.109863923428571,DIF+柱体,61
14,300629_新劲刚.png,300629,新劲刚,A,73.35,A,85.69,6,45.76,39.48,44.10988899,2.5880282,2.2077313635832803,23.09435886377406,33.48420450301487,50.88415128980159,-21.19287611595653,44.0,23.8,65.5,95.5,97.1,2026-09-23,2026-09-23,18.2,2026-06-25,19.57,2026-09-16,17.46,1.1549073418048297,0.1133309373556043,0.0925119697472247,0.0876215489907305,0.0097808415129884,True,True,4.238258877434125,0.8280815615817644,0.87,0.796,120.70073257693292,2026-06-25,19.57,2026-09-16,17.46,-1.0989774323448351,0.0559299094599943,-0.1759649226487187,-0.0626339852931144,DIF+柱体,59
15,002838_道恩股份.png,002838,道恩股份,A,72.61,B,73.84,5,123.62,108.69,36.16539064,3.22312905,0.9391417618870488,28.474519189235146,40.74293839778819,42.31810749041872,-11.078393170648226,62.2,46.8,70.9,82.8,100.0,2026-09-23,2026-09-22,25.32,2026-08-04,24.36,2026-09-11,23.57,1.359371788401976,1.1644371657253452,-0.2212863646840333,-0.3793572081443212,0.3161416869205758,True,False,7.424692405600338,0.8170980236786907,1.0,0.698,112.09006994614576,2026-08-04,24.36,2026-09-11,23.57,-1.9928947991994723,-0.6335230107974965,-1.068215015281805,0.0962221504435401,DIF+柱体,28
16,688128_中国电器研究院.png,688128,中国电器研究院,A,70.73,A,80.71,6,90.12,90.12,16.68990916,2.50527838,40.27105067985167,26.390799362023404,44.8210742128058,41.79701497886448,-15.576638303494816,67.6,29.4,93.3,20.0,100.0,2026-09-23,2026-09-23,22.28,2026-06-29,22.05,2026-09-14,20.95,0.4569683641964097,0.514823535542223,0.0129289892542061,-0.0665430783462469,0.1589441352009062,True,True,6.348448687350844,0.8652931846185317,36.29,0.724,115.43325741587398,2026-06-29,22.05,2026-09-14,20.95,-0.5950025660473663,-0.1380342018509566,-0.5628597158577711,-0.048036180315548,DIF+柱体,55
17,300569_天能重工.png,300569,天能重工,A,69.9,B,71.33,4,50.52,50.37,55.53229189,0.96463258,1.429120720403632,6.197500087996554,44.94737931579707,53.78505933989102,-20.290440825198296,68.4,24.7,57.9,92.8,100.0,2026-09-23,2026-09-23,4.94,2026-06-10,4.72,2026-09-08,4.62,0.3072482035789656,0.0704482386392111,0.0688683078074747,0.0531852871374153,0.0313660413401189,True,True,6.926406926406932,1.293039155764025,0.72,0.733,115.87457585057764,2026-06-10,4.72,2026-09-08,4.62,-0.3508953216614641,-0.0436471180824984,-0.0807980764084975,-0.0103498377692864,DIF+柱体,63
18,000006_深振业Ａ.png,000006,深振业Ａ,A,69.77,A,83.51,6,97.74,97.74,-145.85336871,1.85612606,2.211578486044311,9.251725839823072,38.4044480690361,72.42970076795083,-21.20389075278292,55.1,23.8,20.0,95.5,100.0,2026-09-23,2026-09-22,7.29,2026-06-29,7.08,2026-09-03,6.94,0.5693445967496782,0.0495671450924358,0.0075367762581111,-0.0065125593041159,0.028098671124454,True,True,5.043227665706047,0.9648260995675212,2.18,0.764,118.32856976654952,2026-06-29,7.08,2026-09-03,6.94,-0.521504544370206,0.0478400523794722,-0.0957348262014471,-0.0461676811090112,DIF+柱体,48
19,300254_仟源医药.png,300254,仟源医药,A,69.38,A,89.42,6,23.12,20.44,80.41161398,5.14174087,2.459906846055398,10.291096399346358,27.208103569206045,60.71021042866549,-12.642932772731552,25.3,40.1,42.2,96.4,74.8,2026-09-23,2026-09-23,8.99,2026-06-08,9.04,2026-09-03,8.58,0.9867555196502876,0.682118065820018,0.0275311334240022,0.0044953696505181,0.0460715275469681,True,True,4.77855477855478,0.8602374641681388,0.5,0.849,125.88645282279872,2026-06-08,9.04,2026-09-03,8.58,-0.9269848011957792,0.0597707184545086,-0.8164339014187705,-0.1343158355987525,DIF+柱体,62
20,002568_百润股份.png,002568,百润股份,A,69.02,B,37.78,6,194.05,141.98,26.68417101,3.88704161,1.2124257404487708,19.0066086896353,70.52082102503319,45.59207148635938,-3.770313270173664,95.1,93.8,91.7,92.0,100.0,2026-09-23,2026-09-22,18.29,2026-08-31,17.35,2026-09-11,17.08,0.0286309117320939,0.364383514427018,-0.0934340824621777,-0.1760974338135278,0.1653267027027001,True,True,7.084309133489467,0.9103276749335248,1.69,0.111,60.934627305194674,2026-08-31,17.35,2026-09-11,17.08,-0.2896493306434884,-0.2610184189113944,-0.5239725063909586,-0.1595889919639406,DIF+柱体,9
