代码,名称,多因子等级,多因子评分,推荐等级,推荐评分,信号确认分,总市值(亿),流通市值(亿),PE(TTM),市净率,换手率%,筹码平均成本,筹码集中度%,90%成本区间宽度%,现价相对筹码成本%,筹码集中度分,成本贴合分,估值分,换手率分,市值分,估值日期,数据截至,最新收盘,前低日期,前低价,本次低日期,本次低价,DIF抬高,MACD柱抬高,当前DIF,当前DEA,当前MACD柱,站上MA20,站上MA60,距背离低点%,近5日/20日均量,最新成交额(亿),强度分位,原综合分
000809,和展能源,A,88.68,A,98.76,6,29.03,29.03,-170.8365004,1.08998257,4.042452955429053,3.6486020658825384,68.3643600722293,30.609432119909712,-2.1543063470125468,94.7,100.0,20.0,98.1,82.2,2026-09-21,2026-09-18,3.57,2026-06-10,3.64,2026-09-07,3.33,0.0304735438738639,0.0819310665294582,0.0385995228371833,0.0327612546402703,0.011676536393826,True,True,7.2072072072072,1.66379926929694,1.19,0.982,253.35417613479228
603075,热威科技股份,A,86.55,A,89.07,4,80.44,8.48,24.6795963,3.93156198,6.35528977817192,22.127434388201817,58.49967716052513,35.035666844064814,-10.518320142179638,88.5,49.2,92.7,90.0,100.0,2026-09-21,2026-09-18,19.8,2026-07-09,20.94,2026-09-07,19.02,0.2594586395654268,0.1926441894444511,0.0548557763484787,0.0194170166061094,0.0708775194847384,True,False,4.100946372239753,1.190023515202833,0.53,0.987,257.7101118095244
002516,旷达科技,A,84.87,B,78.85,4,84.13,83.54,38.35037843,2.22945069,0.9706616085806231,5.979916205348048,74.09648349335788,26.440785846936393,-3.8448064730811082,98.2,93.2,69.4,84.0,100.0,2026-09-21,2026-09-18,5.75,2026-06-05,5.68,2026-09-04,5.38,0.0284465939107905,0.1355668569068473,0.1042979855281025,0.1030121685911265,0.0025716338739519,True,True,6.877323420074352,0.7456818913778878,0.82,0.841,128.45415474596547
300504,天邑股份,A,83.98,A,95.0,5,49.98,40.61,-701.51497459,2.25332905,4.004654901040124,16.486430057932562,58.86646863346464,33.9967443295115,8.149550493018754,89.8,59.4,20.0,98.2,100.0,2026-09-21,2026-09-18,17.83,2026-06-12,16.85,2026-09-11,16.62,0.5312538524686445,0.4783800352422677,0.5368882764453318,0.5588917182544418,-0.0440068836182201,True,True,7.2803850782189965,0.8732139536058449,1.57,1.0,2133.496058746953
300241,瑞丰光电,A,83.44,A,91.64,6,42.97,36.0,48.4096752,1.83347364,2.637910974157365,6.615831859944895,53.30695051831184,38.38365025034913,-9.913067227654082,77.0,51.8,62.7,97.0,95.0,2026-09-21,2026-09-18,5.96,2026-06-24,6.22,2026-09-11,5.55,0.2027850223131304,0.3048438120095764,0.0457714301017038,0.0374096262045455,0.0167236077943164,True,True,7.38738738738739,0.9244656781631214,0.94,0.881,133.494603077257
301007,德迈仕,A,80.97,A,95.66,6,49.74,49.09,115.91126916,7.60790053,1.2073342083807959,35.16105230761836,45.79235466279179,50.072914234966845,-7.511300527959797,69.0,63.9,20.0,92.0,99.8,2026-09-21,2026-09-18,32.52,2026-06-11,31.6,2026-09-11,30.28,1.925682464579161,2.1140432911948337,0.7477090486100586,0.6446125439899831,0.2061930092401509,True,True,7.397622192866585,0.8305731833446123,0.59,0.938,150.98238911644384
003007,直真科技,A,80.96,A,87.88,5,49.38,29.98,140.22493608,3.25612474,2.7752652217442426,42.769801317364845,55.99857143242837,45.7962276063465,-6.476067767563576,83.2,72.2,20.0,97.5,99.6,2026-09-21,2026-09-18,40.0,2026-06-11,37.75,2026-09-11,37.22,2.688544785643572,2.479958631601342,0.3760047515959144,0.4376637857959854,-0.123318068400142,True,True,7.4691026329930175,0.8780728870402735,0.81,0.898,135.83662926282946
002757,南兴股份,A,77.83,A,89.73,5,53.33,51.3,38.31813658,2.60780077,3.8315483116638136,20.82636130995088,35.96571178013554,63.715959619737575,-15.011558012570813,50.9,30.0,69.4,98.8,100.0,2026-09-21,2026-09-18,17.7,2026-06-29,17.31,2026-09-11,16.7,1.723185494938754,0.5824191357078481,0.2117577283904737,0.1636673274810794,0.0961808018187884,True,True,5.9880239520958085,0.7485775310028137,1.93,0.925,143.09470098295992
301106,骏成科技,A,77.16,A,80.71,4,28.29,28.29,60.77766874,2.24292002,2.3101442606257945,21.176927988386232,56.71640882352605,46.718230345735115,-10.185273282173535,84.1,50.6,54.5,95.8,81.4,2026-09-21,2026-09-18,19.02,2026-06-12,19.23,2026-09-03,18.51,1.25828105850589,0.9905014623445972,-0.0475587431830852,0.1110554521365221,-0.3172283906392148,False,True,2.7552674230145757,0.4878219454553479,0.63,0.867,131.32296318375938
002928,华夏航空,A,76.61,A,84.2,6,83.21,83.21,19.8758344,2.13787638,2.0347977045773287,8.006588394877193,35.07977836809219,63.531447378380236,-19.316446888499193,47.8,25.7,94.9,94.9,100.0,2026-09-21,2026-09-18,6.46,2026-06-22,6.82,2026-09-11,6.1,0.2785153242355678,0.1107772082191279,-0.0061084318793342,-0.0221318228145051,0.0320467818703416,True,True,5.901639344262301,0.92738339575132,1.68,0.774,123.59528480186717
