代码,名称,多因子等级,多因子评分,推荐等级,推荐评分,信号确认分,总市值(亿),流通市值(亿),PE(TTM),市净率,换手率%,筹码平均成本,筹码集中度%,90%成本区间宽度%,现价相对筹码成本%,筹码集中度分,成本贴合分,估值分,换手率分,市值分,估值日期,数据截至,最新收盘,前低日期,前低价,本次低日期,本次低价,DIF抬高,MACD柱抬高,当前DIF,当前DEA,当前MACD柱,站上MA20,站上MA60,距背离低点%,近5日/20日均量,最新成交额(亿),强度分位,原综合分
300053,航宇微,B,62.35,B,63.29,5,86.13,81.85,-27.00957405,6.18575925,2.072963159893694,17.60721998378318,46.178780190682886,64.88076478040982,-29.80152453718441,69.1,20.0,20.0,95.0,100.0,2026-09-22,2026-09-22,12.36,2026-06-29,14.46,2026-09-15,11.66,0.3476743963800466,0.2169479334935982,-0.1004268360329749,-0.1923704099072595,0.1838871477485691,True,False,6.003430531732413,1.4107137615172007,1.7,0.598,107.87567053762557
688636,智明达电子,B,62.06,A,91.09,5,36.82,36.82,31.3177877,2.566371,390.5001681249185,33.44294567226502,15.030979252373692,107.83092950141233,-36.69815988261836,4.4,20.0,74.1,20.0,90.0,2026-09-22,2026-09-22,21.17,2026-06-29,33.14,2026-09-11,19.67,0.5896349685883919,0.4138732595900301,-0.1398569302885981,-0.3997442112759064,0.5197745619746166,True,False,7.625826131164209,1.1445104051762776,143.77,0.995,262.71340033077115
605056,咸亨国际,B,62.01,B,67.23,6,58.5,57.64,22.38897344,3.33615238,4.536987733060449,19.58284611223776,15.917388335141927,73.01379278654596,-27.02797173558006,4.9,20.0,93.8,96.4,100.0,2026-09-22,2026-09-22,14.29,2026-06-29,15.21,2026-09-02,13.6,1.4266056654508112,0.1015140012033564,-0.2004362586105319,-0.305376755250394,0.2098809932797242,True,True,5.073529411764702,1.6821869186307037,2.62,0.593,107.74131937784512
002519,银河电子,B,61.84,A,81.65,4,67.47,67.29,-136.53787538,3.03713372,4.731636412606546,7.42086794664203,16.71439625443652,72.22463791005615,-19.28167913686569,6.4,25.7,20.0,95.7,100.0,2026-09-22,2026-09-22,5.99,2026-06-11,6.16,2026-09-08,5.59,0.4814114092424262,0.2498611906825859,0.1553588118906246,0.1399359876071149,0.0308456485670192,True,True,7.155635062611814,1.0959553806253095,3.18,0.922,141.91787966523987
600285,羚锐制药,B,61.54,C,31.9,4,108.32,108.2,13.88335021,3.3518357,0.6532148538148618,20.860026057384864,96.00135531916149,16.849661808122306,-8.437314759545945,99.5,58.1,91.9,72.6,100.0,2026-09-22,2026-09-22,19.1,2026-08-17,19.32,2026-09-14,18.9,0.1544436073341231,0.9181921762446188,-0.4002703147272726,-0.445737662622396,0.0909346957902468,False,False,1.0582010582010732,0.6522257569634855,0.71,0.211,80.69973420411982
603806,福斯特,B,61.23,C,44.08,3,375.14,375.14,33.61016458,2.30381329,0.7130821523055451,16.547250899291754,58.23030859710735,31.360062605379362,-13.097347181606555,88.7,38.1,72.6,74.8,95.4,2026-09-22,2026-09-22,14.38,2026-06-12,14.71,2026-09-02,14.29,0.4514254480088144,0.3660067194789447,-0.1997067197247659,-0.1852147358886056,-0.0289839676723205,False,False,0.6298110566830065,0.963488682371225,2.68,0.446,99.76410237910298
601689,拓普集团,B,61.11,B,54.54,6,794.36,794.36,31.68976282,3.28006897,1.5382525428556364,62.06827073095127,43.56123505476749,50.26521800717339,-26.27473029117099,65.7,20.0,73.9,93.1,80.1,2026-09-22,2026-09-21,45.76,2026-06-29,51.16,2026-09-02,45.43,1.3469548138161611,2.246880554462468,-1.2845387358743992,-1.4260139681202513,0.2829504644917042,True,False,0.7263922518159769,1.225157872320947,12.23,0.412,97.34077707473858
688586,江航飞机装备,B,61.09,B,79.43,3,89.26,89.26,186.60690891,3.59140546,85.23293645790478,13.045978600169938,37.120836981689074,46.241773273303664,-13.536574405747803,51.5,36.2,20.0,20.0,100.0,2026-09-22,2026-09-22,11.28,2026-06-11,11.3,2026-09-07,10.97,0.7045613058427538,0.4413743825897731,0.0729227054763725,0.1093318411912136,-0.072818271429682,False,True,2.8258887876025405,0.8060291136735218,76.08,0.951,154.34217952833285
002866,传艺科技,B,60.75,B,57.81,3,42.15,26.76,64.6121831,2.00965145,2.4360488342493913,20.260463986307077,39.79967007734595,64.86380584869524,-28.135900491517386,56.4,20.0,52.1,96.3,94.4,2026-09-22,2026-09-22,14.56,2026-06-11,17.1,2026-09-11,13.68,1.2869755490698918,0.5285959559197562,-0.1587018275407441,-0.1979367360773447,0.0784698170732012,False,False,6.432748538011701,0.9620670625952592,0.65,0.642,110.05350223478196
603861,白云电器,B,60.73,B,58.15,3,60.43,59.1,28.81842025,1.50983821,1.0068172799531963,14.818347271868417,27.95735984320542,57.81943235437765,-24.552989649362324,28.9,20.4,90.6,91.3,100.0,2026-09-22,2026-09-22,11.18,2026-07-03,12.18,2026-09-02,11.43,0.8009202557270108,0.5339620869107781,-0.2598090879294954,-0.2541782501328375,-0.0112616755933158,False,False,-2.1872265966754156,0.913811806159267,0.59,0.647,110.33573984603396
300590,移为通信,B,60.66,B,55.4,5,53.53,41.43,40.62086193,2.83065938,4.360386721287244,12.97241723205113,28.039976941275686,41.5076839662313,-10.733675976832336,29.4,48.3,67.9,97.0,100.0,2026-09-22,2026-09-22,11.58,2026-06-29,13.11,2026-09-11,10.85,0.0742124220842139,0.4594631457644793,0.0512706521038435,-0.0108568712133786,0.1242550466344443,True,False,6.728110599078345,1.2045576003665013,1.81,0.485,101.10400752470152
002465,海格通信,B,60.48,B,73.93,5,255.88,255.47,-26.37734981,2.30760624,1.7642450231577518,15.18758934675483,26.61945212470248,69.73664629122925,-32.115625695377624,25.5,20.0,20.0,93.9,100.0,2026-09-22,2026-09-22,10.31,2026-06-29,11.84,2026-09-07,9.92,0.6666801402974194,0.4495741216658867,-0.0458487643028018,-0.1017914959809032,0.1118854633562028,True,False,3.9314516129032313,1.0861840499640472,4.51,0.75,119.45709239587072
000034,神州数码,B,60.18,B,34.12,5,240.36,200.74,40.5588812,2.10317054,2.2167989001575994,26.960226465182625,72.41953458122312,29.37234597796125,-12.315276614869985,95.6,41.5,67.9,95.5,100.0,2026-09-22,2026-09-22,23.64,2026-08-25,22.6,2026-09-11,22.36,0.1621965412169892,0.224014264830531,-0.3114805131246108,-0.4159809064722073,0.209000786695193,True,False,5.72450805008945,0.9277894842495462,4.45,0.181,76.58552036965598
